species,stakeno,Color,soil,Treatment,feedstock,temperature,trtno,repno,crop,tcn,tcngkg,log10tcngkg,arctcn,oc,arcoc,C/N ratio,leafaluminum,leaflog10aluminum,leafcalcium,leaflog10calcium,leafcopper,leaflog10copper,leafiron,leaflog10iron,leafpotassium,leaflog10potassium,leafpotassiumgg,leaflog10potassiummgg,leafmagnesium,leaflog10magnesium,leafmanganese,leaflog10manganese,leafsodium,leaflog10sodium,leafphosphorus,leaflog10phosphorus,leafzinc,leaflog10zinc,revisedrootdw,log10totrootdw,shdw,logshootdw,Ngshoot,log10Ngshoot,Alshoot,log10Alshoot,Cagshoot,log10Cagshoot,Feshoot,log10Feshoot,Kgshoot,log10Kgshoot,Mgshoot,log10Mgshoot,Mnshoot,Log10Mnshoot,Nashoot,log10Nashoot,Pgshoot,log10Pgshoot,Znshoot,log10Znshoot,Combined Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,422,Pink,Norfolk,PC-700,PC,700,14,2,LS,1.3604,13.604,1.1337,0.116902272,39.905,0.683749421,29.33328433,128.7028571,2.1,5506.591837,3.7409,,,78.27489796,1.8936,19591.14286,4.2921,19.5911,1.2921,2686.183673,3.4291,68.04693878,1.8328,346.1938776,2.5393,2752.877551,3.4398,60.90020408,1.7846,0.244,-0.612,1.348,0.129722109,0.018338192,-1.736643485,173.4914514,2.23927808,7.422885796,0.870572779,105.5145624,2.023312402,26.40886057,1.421749664,3.620975592,0.558825597,0.091727273,-1.037501515,0.466669347,-0.330990725,3.710878939,0.569476786,82.0934751,1.91430864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,423,Pink,Norfolk,PC-700,PC,700,14,3,LS,2.06615,20.6615,1.3152,0.144240731,39.93,0.684004664,19.32579919,89.70540541,2.0,6582.972973,3.8184,,,71.53416988,1.8545,22441.50579,4.3511,22.4415,1.3511,4221.525097,3.6255,142.7218147,2.1545,540.9189189,2.7331,3230.405405,3.5093,79.82123552,1.9021,0.331,-0.480,0.969,-0.013631406,0.020020994,-1.698514375,86.92453784,1.93914239,6.378900811,0.804745849,69.31661062,1.840837319,21.74581911,1.337375771,4.090657819,0.611793153,0.138297438,-0.859185864,0.524150432,-0.280544052,3.130262838,0.495580805,77.34677722,1.888442223,DO use 0.969 9/9/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,424,Pink,Norfolk,PC-700,PC,700,14,4,LS,1.44835,14.4835,1.1609,0.120639832,39.94,0.684106754,27.57620741,180.6014599,2.3,6010.054745,3.7789,,,116.5403285,2.0665,19023.90511,4.2793,19.0239,1.2793,3648.339416,3.5621,134.0271898,2.1272,390.9288321,2.5921,3026.076642,3.4809,68.60310219,1.8363,0.364,-0.439,1.453,0.162295503,0.021044526,-1.676860862,262.4139212,2.418986871,8.732609544,0.941144042,169.3330973,2.228741852,27.64173412,1.441565285,5.301037172,0.72436085,0.194741507,-0.710541474,0.568019593,-0.245636684,4.396889361,0.643145538,99.68030748,1.998609369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,425,Pink,Norfolk,PC-700,PC,700,14,5,LS,0.90065,9.0065,0.9546,0.095045619,41.2,0.696937397,45.74473991,,,4067.883817,3.6094,,,76.19626556,1.8819,13276.0166,4.1231,13.2760,1.1231,1827.931535,3.2620,97.43651452,1.9887,280.2614108,2.4476,1877.095436,3.2735,41.90103734,1.6222,0.555,-0.256,2.275,0.35700049,0.020489788,-1.688462546,,,9.254435685,0.966349942,173.3465041,2.238915088,30.20293776,1.480049188,4.158544243,0.618941326,0.221668071,-0.654296859,0.63759471,-0.195455295,4.270392116,0.630467755,95.32485996,1.979206176,DO use 0.555 9/9/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,426,Pink,Norfolk,PC-700,PC,700,14,6,LS,1.05305,10.5305,1.0224,0.102799187,40.795,0.692820097,38.73985091,,,4490.525292,3.6523,,,42.6229572,1.6296,16388.71595,4.2145,16.3887,1.2145,2512.918288,3.4002,79.32178988,1.8994,343.0389105,2.5353,2235.953307,3.3495,51.06439689,1.7081,0.369,-0.433,1.706,0.232004483,0.017965033,-1.745571981,,,7.660836148,0.884276174,72.71476498,1.861622605,27.95914942,1.446523955,4.287038599,0.632157394,0.135322974,-0.868628468,0.585224381,-0.232677589,3.814536342,0.581441757,87.11586109,1.940097234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,427,Pink,Norfolk,PL-700,PL,700,15,1,LS,0.73535,7.3535,0.8665,0.085857997,38.62,0.670592022,52.51920854,,,1179.242248,3.0716,,,56.70930233,1.7537,33673.64341,4.5273,33.6736,1.5273,1740.156977,3.2406,50.5872093,1.7040,3368.914729,3.5275,2533.042636,3.4036,24.74166667,1.3934,0.552,-0.258,1.937,0.287152041,0.01424373,-1.846376283,,,2.284192234,0.358732651,109.8459186,2.040783925,65.22584729,1.814419729,3.370684064,0.527718048,0.097987424,-1.008829658,6.525587829,0.814619639,4.906503585,0.690772121,47.92460833,1.680558572,2 lettuce shoots- 2nd wt 0.034 not included in tot. wt.  DO- OK not part of single plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,428,Pink,Norfolk,PL-700,PL,700,15,2,LS,1.2119,12.119,1.0835,0.110309907,37.275,0.656732841,30.75748824,,,934.9708171,2.9708,,,55.89785992,1.7474,47029.18288,4.6724,47.0292,1.6724,1510.381323,3.1791,43.3311284,1.6368,6735.252918,3.8284,2881.692607,3.4596,23.8692607,1.3778,0.403,-0.395,1.529,0.184435888,0.018529951,-1.732125729,,,1.429570379,0.155205541,85.46782782,1.931802666,71.90762062,1.856774918,2.309373043,0.363494092,0.066253295,-1.178792516,10.29820171,1.012761394,4.406107996,0.644055138,36.49609961,1.562246453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,429,Pink,Norfolk,PL-700,PL,700,15,3,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-4.000,0,-4,,,,,,,,,,,,,,,,,,,,,"DO, no sample never germinated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,430,Pink,Norfolk,PL-700,PL,700,15,4,LS,0.860805,8.60805,0.9349,0.092913204,38.145,0.665708344,44.31317197,,,990.8164063,2.9960,,,48.778125,1.6882,36036.71875,4.5567,36.0367,1.5567,1966.816406,3.2938,55.16445313,1.7417,3155.546875,3.4991,2492.675781,3.3967,24.40117188,1.3874,0.515,-0.288,2.11,0.324303037,0.018162986,-1.740812764,,,2.090622617,0.320275644,102.9218438,2.012507558,76.03747656,1.881027696,4.149982617,0.618046278,0.116396996,-0.934058228,6.658203906,0.823357091,5.259545898,0.720948249,51.48647266,1.711693139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,431,Pink,Norfolk,PL-700,PL,700,15,5,LS,0.81086,8.1086,0.9089,0.090169905,38.79,0.672337133,47.83809782,,,1275.758929,3.1058,,,55.56142857,1.7448,34477.14286,4.5375,34.4771,1.5375,2123.571429,3.3271,60.12821429,1.7791,3951.178571,3.5967,2631,3.4201,25.5125,1.4068,0.569,-0.245,1.41,0.149249913,0.011433126,-1.94183501,,,1.798820089,0.254987729,78.34161429,1.893992516,48.61277143,1.686750381,2.994235714,0.476285986,0.084780782,-1.071702581,5.571161786,0.74594577,3.70971,0.569339961,35.972625,1.55597213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,432,Pink,Norfolk,PL-700,PL,700,15,6,LS,0.882325,8.82325,0.9456,0.094070839,38.395,0.668280121,43.51571133,,,1243.908537,3.0948,,,49.79674797,1.6972,36549.5935,4.5629,36.5496,1.5629,1723.963415,3.2365,50.7097561,1.7051,3670.487805,3.5647,2802.703252,3.4476,25.73902439,1.4106,0.537,-0.270,1.885,0.275334393,0.016631826,-1.779060061,,,2.344767591,0.370099803,93.86686992,1.972512336,68.89598374,1.838193906,3.249671037,0.5118394,0.09558789,-1.019597124,6.918869512,0.84003514,5.28309563,0.722888472,48.51806098,1.685903436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,433,Pink,Norfolk,SS-700,SS,700,16,1,LS,0.88524,8.8524,0.9471,0.094226566,40.36,0.688390719,45.5921558,,,3738.489796,3.5727,,,48.87265306,1.6891,14969.38776,4.1752,14.9694,1.1752,1977.187755,3.2960,202.4797959,2.3064,413.2102041,2.6162,1988.402041,3.2985,47.76163265,1.6791,0.617,-0.210,2.326,0.366628381,0.020590682,-1.68632926,,,8.695727265,0.93930591,113.677791,2.055675626,34.81879592,1.541813749,4.598938718,0.662657623,0.470968005,-0.327008595,0.961126935,-0.017219252,4.625023147,0.665113911,111.0935576,2.045688874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,434,Pink,Norfolk,SS-700,SS,700,16,2,LS,0.585925,5.85925,0.7678,0.076620686,41.18,0.696734218,70.28203268,,,2455.4375,3.3901,,,49.61895833,1.6956,11752.95833,4.0701,11.7530,1.0701,1405.775,3.1479,119.4133333,2.0771,373.8708333,2.5727,1562.510417,3.1938,32.35833333,1.5100,0.696,-0.157,3.645,0.561709447,0.021356966,-1.670460439,,,8.950069688,0.951826417,180.8611031,2.257345175,42.83953313,1.631844729,5.124049875,0.709613348,0.4352616,-0.361249646,1.362759188,0.134419119,5.695350469,0.755520454,117.946125,2.071683677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,435,Pink,Norfolk,SS-700,SS,700,16,3,LS,0.5818,5.818,0.7648,0.076349972,40.415,0.688951174,69.46545205,,,2803.914729,3.4478,,,34.07984496,1.5325,12466.93798,4.0958,12.4669,1.0958,1690.680233,3.2281,131.7988372,2.1199,387.3333333,2.5881,1568.337209,3.1954,36.87674419,1.5668,0.673,-0.172,2.92,0.465397724,0.01698856,-1.769843432,,,8.187431008,0.913147653,99.51314729,1.997880462,36.40345891,1.561142651,4.936786279,0.693444326,0.384852605,-0.41470557,1.131013333,0.053467725,4.579544651,0.660822298,107.680093,2.032135422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,436,Pink,Norfolk,SS-700,SS,700,16,4,LS,0.51415,5.1415,0.7111,0.071765841,41.4,0.698968379,80.52124866,,,2287.714286,3.3594,,,36.01979592,1.5565,10748.73469,4.0314,10.7487,1.0314,1382.97551,3.1408,93.88285714,1.9726,347.8795918,2.5414,1403.034694,3.1471,32.71265306,1.5147,0.545,-0.264,3.301,0.518658681,0.016972092,-1.770264636,,,7.551744857,0.878047308,118.9013463,2.075186772,35.48157322,1.550002868,4.565202159,0.659460014,0.309907311,-0.508768178,1.148350533,0.060074476,4.631417524,0.665713935,107.9844678,2.033361292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,437,Pink,Norfolk,SS-700,SS,700,16,5,LS,0.63727,6.3727,0.8043,0.079914225,40.66,0.691446266,63.80341143,,,3200.098039,3.5052,,,54.92980392,1.7398,11583.52941,4.0638,11.5835,1.0638,1726.890196,3.2373,165.6321569,2.2191,374.5098039,2.5735,1576.680392,3.1977,42.84568627,1.6319,1.077,0.032,3.285,0.516548594,0.02093432,-1.679141152,,,10.51232206,1.021698658,180.4444059,2.256343423,38.05189412,1.58037628,5.672834294,0.753800098,0.544101635,-0.264319969,1.230264706,0.089998565,5.179395088,0.714279041,140.7480794,2.148442477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,438,Pink,Norfolk,SS-700,SS,700,16,6,LS,0.681685,6.81685,0.8336,0.082658311,40.57,0.69052998,59.51429179,,,2882.213115,3.4597,,,52.82602459,1.7228,12050.65574,4.0810,12.0507,1.0810,1578.893443,3.1984,126.5028689,2.1021,374.2315574,2.5731,1727.379098,3.2374,40.96762295,1.6124,0.616,-0.210,3.298,0.51826382,0.022481971,-1.648165611,,,9.505538852,0.977976741,174.2202291,2.24109858,39.74306262,1.599261331,5.207190574,0.716603472,0.417206461,-0.379648974,1.234215676,0.091391058,5.696896266,0.755638312,135.1112205,2.130691417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,439,Pink,Norfolk,SG-700,SG,700,17,1,LS,2.3234,23.234,1.3661,0.153023538,39.175,0.676284159,16.86106568,172.3477273,2.2,6897.768595,3.8387,,,127.0977273,2.1041,26542.35537,4.4239,26.5424,1.4239,4698.38843,3.6719,122.7706612,2.0891,594.5557851,2.7742,3634.090909,3.5604,88.15413223,1.9452,0.256,-0.592,0.856,-0.067475503,0.019888304,-1.70140225,147.5296545,2.168879325,5.904489917,0.771182385,108.7956545,2.036611549,22.7202562,1.356413224,4.021820496,0.604422683,0.105091686,-0.978431641,0.508939752,-0.293333626,3.110781818,0.492869552,75.45993719,1.877716439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,440,Pink,Norfolk,SG-700,SG,700,17,2,LS,2.75385,27.5385,1.4399,0.166718534,38.505,0.669410699,13.98224304,134.9282609,2.1,6873.952569,3.8372,,,109.0693676,2.0377,27427.47036,4.4382,27.4275,1.4382,6414.72332,3.8072,191.8391304,2.2829,690.4525692,2.8391,4991.007905,3.6982,113.6051383,2.0554,0.246,-0.609,0.672,-0.172566105,0.018505872,-1.732690446,90.6717913,1.957472196,4.619296126,0.664575804,73.29461502,1.865072068,18.43126008,1.265555027,4.310694071,0.634547202,0.128915896,-0.88969353,0.463984126,-0.333496877,3.353957312,0.525557531,76.34265296,1.882767248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,441,Pink,Norfolk,SG-700,SG,700,17,3,LS,2.0992,20.992,1.3221,0.14539792,39.82,0.682881392,18.9691311,207.9321705,2.3,6439.379845,3.8088,,,142.3918605,2.1535,24245.93023,4.3846,24.2459,1.3846,4226.143411,3.6259,111.2527132,2.0463,530.6104651,2.7248,3676.647287,3.5655,77.99903101,1.8921,0.316,-0.500,0.977,-0.010060987,0.020509184,-1.688051619,203.1497306,2.307816251,6.291274109,0.798738608,139.1168477,2.143379728,23.68827384,1.374533415,4.128942112,0.615838794,0.108693901,-0.963794825,0.518406424,-0.285329625,3.592084399,0.555346532,76.20505329,1.881983771,TS Checked std. wt 2.000 was 2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,442,Pink,Norfolk,SG-700,SG,700,17,4,LS,1.61745,16.1745,1.2088,0.12752437,40.305,0.687830141,24.91885375,98.53026316,2.0,5276.691729,3.7224,,,66.53082707,1.8230,21460.71429,4.3316,21.4607,1.3316,2991.710526,3.4759,114.8030075,2.0600,459.731203,2.6625,3026.954887,3.4810,70.57424812,1.8486,0.329,-0.483,1.144,0.058463986,0.018503628,-1.732743111,112.7186211,2.051995667,6.036535338,0.780787747,76.11126617,1.881448947,24.55105714,1.390070197,3.422516842,0.534345594,0.131334641,-0.88162071,0.525932496,-0.279069994,3.462836391,0.539431973,80.73693985,1.907072284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,443,Pink,Norfolk,SG-700,SG,700,17,5,LS,1.74355,17.4355,1.2414,0.132430303,41.165,0.696581824,23.6098764,,,5590.102881,3.7474,,,66.60720165,1.8235,20541.87243,4.3126,20.5419,1.3126,4069.794239,3.6096,124.6146091,2.0956,462.4032922,2.6650,2775.26749,3.4433,73.79115226,1.8680,0.259,-0.587,1.166,0.066735795,0.020329793,-1.691867043,,,6.518059959,0.814118351,77.66399712,1.890219739,23.95182325,1.379338578,4.745380082,0.676271003,0.145300634,-0.83773249,0.539162239,-0.268280532,3.235961893,0.510003399,86.04048354,1.934702842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,444,Pink,Norfolk,SG-700,SG,700,17,6,LS,1.4831,14.831,1.1712,0.122085646,40.535,0.690173559,27.33126559,115.7943137,2.1,4507.745098,3.6540,,,77.4272549,1.8889,19353.58824,4.2868,19.3536,1.2868,2675.72549,3.4274,78.6745098,1.8958,364.9901961,2.5623,2503.843137,3.3986,56.4727451,1.7518,0.239,-0.621,1.381,0.140225125,0.020481611,-1.688635887,159.9119473,2.203880912,6.22519598,0.794153028,106.927039,2.029087541,26.72730535,1.426955175,3.695176902,0.567635235,0.108649498,-0.963972276,0.504051461,-0.297525122,3.457807373,0.538800796,77.98886098,1.892032578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,445,Pink,Norfolk,55-700,55,700,18,1,LS,0.64683,6.4683,0.8108,0.080512698,40.12,0.685943643,62.02557086,,,2238.852459,3.3500,,,46.30758197,1.6657,23634.42623,4.3735,23.6344,1.3735,2664.42623,3.4256,44.63770492,1.6497,2410.655738,3.3821,2675.67623,3.4274,30.40143443,1.4829,0.626,-0.203,1.727,0.237317484,0.011170754,-1.951917508,,,3.866498197,0.587317812,79.97319406,1.902944442,40.8166541,1.610837401,4.601464098,0.662896038,0.077089316,-1.113005806,4.163202459,0.619427531,4.620892848,0.664725898,52.50327725,1.720186413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,446,Pink,Norfolk,55-700,55,700,18,2,LS,0.685775,6.85775,0.8362,0.082906476,39.595,0.680582148,57.73759615,,,2925.227273,3.4662,,,55.68966942,1.7458,33992.56198,4.5314,33.9926,1.5314,3688.987603,3.5669,122.1196281,2.0868,4013.719008,3.6035,3612.045455,3.5578,55.12995868,1.7414,0.75,-0.125,2.59,0.413316532,0.017761573,-1.750518587,,,7.576338636,0.879459378,144.2362438,2.159074404,88.04073554,1.944683662,9.554477893,0.98020696,0.316289837,-0.499914763,10.39553223,1.016846729,9.355197727,0.971052971,142.786593,2.154687431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,447,Pink,Norfolk,55-700,55,700,18,3,LS,0.81006,8.1006,0.9085,0.090125292,39.42,0.678792294,48.663062,,,2917.297872,3.4650,,,59.6887234,1.7759,30785.31915,4.4883,30.7853,1.4883,3094.723404,3.4906,55.14787234,1.7415,3857.553191,3.5863,3251.297872,3.5121,68.70319149,1.8370,0.528,-0.277,1.49,0.173215415,0.012069894,-1.918296544,,,4.34677383,0.638167044,88.93619787,1.949078559,45.87012553,1.661529929,4.611137872,0.663808108,0.08217033,-1.08528497,5.747754255,0.759498192,4.84443383,0.685243028,102.3677553,2.01016318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,448,Pink,Norfolk,55-700,55,700,18,4,LS,0.656225,6.56225,0.8171,0.081096577,39.565,0.680275413,60.29182064,,,1844.396266,3.2659,,,44.4466805,1.6478,22603.52697,4.3542,22.6035,1.3542,2093.941909,3.3210,73.1439834,1.8642,2439.543568,3.3873,2240.352697,3.3503,39.70746888,1.5989,0.884,-0.053,2.317,0.364944777,0.015204733,-1.818021195,,,4.273466147,0.630780268,102.9829587,2.012765365,52.37237199,1.719102244,4.851663402,0.685890663,0.16947461,-0.770895358,5.652422448,0.752234612,5.190897199,0.715242428,92.00220539,1.963798238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,449,Pink,Norfolk,55-700,55,700,18,5,LS,0.61678,6.1678,0.7901,0.078616299,39.6,0.680633267,64.20441649,,,2116.772388,3.3257,,,48.94869403,1.6897,20758.20896,4.3172,20.7582,1.3172,2177.38806,3.3379,72.46996269,1.8602,2145.205224,3.3315,2074.533582,3.3169,31.28003731,1.4953,0.883,-0.054,2.893,0.461363445,0.017843445,-1.748521284,,,6.123822519,0.787022595,141.6085718,2.151089543,60.05349851,1.778538313,6.299183657,0.799284271,0.209655602,-0.678493529,6.206078713,0.79281728,6.001625653,0.778268903,90.49314795,1.956615696,"DO checked no on bag, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,450,Pink,Norfolk,55-700,55,700,18,6,LS,0.631295,6.31295,0.8002,0.079537911,39.51,0.679712962,62.58563746,,,2201.832669,3.3428,,,45.10756972,1.6542,20251.59363,4.3065,20.2516,1.3065,2355.458167,3.3721,70.47629482,1.8480,2280.59761,3.3580,2141.533865,3.3307,33.99501992,1.5314,0.969,-0.014,2.956,0.470719121,0.01866108,-1.729063221,,,6.508617371,0.813488741,133.3379761,2.124953859,59.86371076,1.777163634,6.962734343,0.842779825,0.208327927,-0.681252507,6.741446534,0.828753094,6.330374104,0.801429376,100.4892789,2.00211973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,451,Pink,Norfolk,82-700,82,700,19,1,LS,0.612165,6.12165,0.7869,0.078321022,40.3,0.687779173,65.8319244,,,3159.791667,3.4997,,,38.49479167,1.5854,14921.83333,4.1738,14.9218,1.1738,1692.783333,3.2286,118.0672917,2.0721,1279.385417,3.1070,1825.33125,3.2613,47.04875,1.6725,0.952,-0.021,2.95,0.469836738,0.018058868,-1.743309488,,,9.321385417,0.969480465,113.5596354,2.05522399,44.01940833,1.643644201,4.993710833,0.69842339,0.34829851,-0.458048383,3.774186979,0.576823412,5.384727188,0.731163705,138.7938125,2.142370105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,452,Pink,Norfolk,82-700,82,700,19,2,LS,0.546105,5.46105,0.7373,0.073966344,41.145,0.696378619,75.34265389,,,1904.287402,3.2797,,,44.72755906,1.6506,13554.52756,4.1321,13.5545,1.1321,1327.309055,3.1230,82.65531496,1.9173,1286.066929,3.1093,1729.474409,3.2379,43.27244094,1.6362,0.426,-0.370,2.798,0.446863231,0.015280018,-1.815876137,,,5.32819615,0.726580204,125.1477102,2.097422908,37.92556811,1.578932095,3.713810736,0.569819767,0.231269571,-0.635881505,3.598415268,0.556111281,4.839069398,0.68476185,121.0762898,2.083059104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,453,Pink,Norfolk,82-700,82,700,19,3,LS,0.604465,6.04465,0.7814,0.077825887,39.97,0.684412998,66.12458951,,,2997.145833,3.4767,,,47.97145833,1.6810,16226.08333,4.2102,16.2261,1.2102,2053.79375,3.3126,86.25020833,1.9358,1602.797917,3.2049,1852.808333,3.2678,41.61666667,1.6193,0.899,-0.046,2.668,0.426202103,0.016127126,-1.792443016,,,7.996385083,0.9028937,127.9878508,2.107168746,43.29119033,1.636399527,5.479521725,0.738742653,0.230115556,-0.638054022,4.276264842,0.631064595,4.943292633,0.694016321,111.0332667,2.045453117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,454,Pink,Norfolk,82-700,82,700,19,4,LS,0.59881,5.9881,0.7773,0.077460253,40.08,0.685535564,66.93274995,92.98134058,2.0,2368.858696,3.3745,,,63.54782609,1.8031,13505.18116,4.1305,13.5052,1.1305,1412.679348,3.1500,73.77264493,1.8679,1286.469203,3.1094,1803.820652,3.2562,36.63442029,1.5639,0.706,-0.151,3.062,0.486019369,0.018335562,-1.736705769,284.7088649,2.45440099,7.253445326,0.860544342,194.5834435,2.289105885,41.35286471,1.616505601,4.325624163,0.636048783,0.225891839,-0.646099459,3.939168699,0.59540458,5.523298837,0.742198541,112.1745949,2.04989451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,455,Pink,Norfolk,82-700,82,700,19,5,LS,0.56783,5.6783,0.7542,0.075425993,40.45,0.689307763,71.2361094,,,2863.313953,3.4569,,,49.91182171,1.6982,14777.28682,4.1696,14.7773,1.1696,2086.124031,3.3193,114.6472868,2.0594,1465.579457,3.1660,1676.325581,3.2244,53.5124031,1.7285,0.799,-0.097,3.044,0.483458915,0.017284745,-1.762337018,,,8.715927674,0.940313618,151.9315853,2.181648069,44.98206109,1.653039351,6.35016155,0.802784774,0.348986341,-0.45719157,4.461223868,0.649454017,5.10273507,0.707803021,162.891755,2.211899103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,456,Pink,Norfolk,82-700,82,700,19,6,LS,0.654625,6.54625,0.8160,0.080997435,39.245,0.677001051,59.95035326,119.5151261,2.1,2718.298319,3.4343,,,68.55336134,1.8360,18254.66387,4.2614,18.2547,1.2614,2609.159664,3.4165,76.01638655,1.8809,1676.121849,3.2243,1828.115546,3.2620,60.9657563,1.7851,0.182,-0.740,0.431,-0.365421977,0.002821434,-2.549530143,51.51101933,1.711900144,1.171586576,0.068774387,29.54649874,1.470506024,7.867760126,0.895851111,1.124547815,0.050977926,0.032763063,-1.484615508,0.722408517,-0.141217143,0.7879178,-0.103519088,26.27624097,1.419563236,DO checked TS no. OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,799,White,Coxville,Control,,,1,1,LS,3.1429,31.429,1.4973,0.17822428,40.945,0.694345748,13.02777689,266.5539419,2.4,7295.456432,3.8631,,,128.3912863,2.1085,23446.26556,4.3701,23.4463,1.3701,5279.66805,3.7226,447.8506224,2.6511,1336.850622,3.1261,2832.904564,3.4522,120.513278,2.0810,0.231,-0.636,0.885,-0.053007659,0.027814665,-1.555726166,235.9002386,2.37272838,6.456478942,0.809995739,113.6262884,2.055478821,20.74994502,1.31701695,4.672506224,0.669549889,0.396347801,-0.401923547,1.183112801,0.073026153,2.507120539,0.399175215,106.654251,2.02797817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,800,White,Coxville,Control,,,1,2,LS,3.06795,30.6795,1.4868,0.176063855,40.865,0.693532175,13.31996936,327.8208955,2.5,6790,3.8319,,,140.6593284,2.1482,21204.66418,4.3264,21.2047,1.3264,4640.988806,3.6666,483.0037313,2.6840,1071.227612,3.0299,2703.395522,3.4319,106.1009328,2.0257,0.407,-0.390,1.049,0.020816887,0.032182796,-1.492376234,343.8841194,2.536412121,7.12271,0.852645262,147.5516354,2.168944028,22.24369272,1.347206887,4.868397257,0.687386009,0.506670914,-0.295274026,1.123717765,0.050657247,2.835861903,0.452685078,111.2998785,2.04649469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,801,White,Coxville,Control,,,1,3,LS,3.042,30.42,1.4832,0.175309906,41.02,0.695108251,13.48454964,329.3253968,2.5,6344.861111,3.8024,64.66289683,1.8107,139.7503968,2.1454,21719.64286,4.3369,21.7196,1.3369,4872.281746,3.6877,353.1686508,2.5480,1191.871032,3.0762,3105.198413,3.4921,113.5077381,2.0550,0.26,-0.585,1.088,0.03666881,0.03309696,-1.480211895,358.3060317,2.554254119,6.903208889,0.839051015,152.0484317,2.181981945,23.63097143,1.373481575,5.30104254,0.724361289,0.384247492,-0.415388958,1.296755683,0.11285816,3.378455873,0.528718251,123.496419,2.091654365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,802,White,Coxville,Control,,,1,4,LS,2.51035,25.1035,1.3997,0.159111346,40.56,0.69042815,16.15710957,398.8297491,2.6,5582.168459,3.7468,,,150.3842294,2.1772,17299.62366,4.2380,17.2996,1.2380,3623.422939,3.5591,345.2634409,2.5382,921.7455197,2.9646,2183.691756,3.3392,106.4915771,2.0273,0.336,-0.474,1.054,0.022881813,0.026459089,-1.577425113,420.3665556,2.623628156,5.883605556,0.769643549,158.5049778,2.200042906,18.23380333,1.260877266,3.819087778,0.58195964,0.363907667,-0.439008795,0.971519778,-0.012548354,2.301611111,0.362031945,112.2421222,2.05015587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,803,White,Coxville,Control,,,1,5,LS,2.85245,28.5245,1.4552,0.169705389,41.305,0.698003844,14.48053428,309.5653061,2.5,6831.755102,3.8345,,,138.2389796,2.1406,21296.32653,4.3283,21.2963,1.3283,4292.244898,3.6327,292.9346939,2.4668,987.1877551,2.9944,3128.44898,3.4953,100.8481633,2.0037,0.166,-0.780,1.039,0.016657345,0.029636956,-1.528166412,321.6383531,2.50736783,7.098193551,0.851147837,143.6302998,2.157246067,22.12688327,1.344920245,4.459642449,0.649300041,0.304359147,-0.516613642,1.025688078,0.011015307,3.25045849,0.511944624,104.7812416,2.02028354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
